index,name,group,tvgId,streamUrl,status,savedPath,sourceUrl,imageFormat,width,height,bytes,candidatesTried,reason
1341,Глазами Туриста 4K,Documentare,glazami-turista-4k,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15191/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1341-глазами-туриста-4k.png,http://iptvx.one/picons/glazami-turista.png,png,200,200,30497,7,
1342,Первый космический HD,Documentare,eureka-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/908/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1342-первыи-космическии-hd.png,http://iptvx.one/picons/kosmichesky.png,png,200,200,10905,5,
1343,VF Авто,Documentare,5991,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15511/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1343-vf-авто.png,http://epg.one/img/5991.png,png,165,165,27393,3,
1344,VF Охота,Documentare,5992,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15513/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1344-vf-охота.png,http://iptvx.one/picons/vf-oxota.png,png,200,200,22128,4,
1345,VF Путешествия,Documentare,5994,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15515/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1345-vf-путешествия.png,http://epg.one/img/5994.png,png,165,165,23910,3,
1346,VF Рыбалка,Documentare,6124,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16138/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1346-vf-рыбалка.png,http://epg.one/img/6124.png,png,165,165,24151,3,
1347,VF Стройка,Documentare,6125,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16139/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1347-vf-строика.png,http://iptvx.one/picons/vf-strojka.png,png,200,200,12963,4,
1348,MM Микромир HD,Documentare,72888,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/18193/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1348-mm-микромир-hd.png,http://epg.pw/media/images/epg/2024/06/08/20240608032506479237_98.png,png,200,200,16003,5,
1349,MM Макромир HD,Documentare,482882,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/18194/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1349-mm-макромир-hd.png,http://epg.pw/media/images/epg/2025/11/30/20251130023313583317_28.png,png,200,200,16345,5,
1350,MM Мегамир HD,Documentare,481943,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/18195/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1350-mm-мегамир-hd.png,http://epg.pw/media/images/epg/2025/11/27/20251127023821768799_11.png,png,200,200,15207,5,
1351,Рыболов HD,Documentare,ohotnik-rybolov,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19254/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1351-рыболов-hd.png,http://static.g-cdn.app/streams/ohotnik-rybolov.png,png,220,132,6768,4,
1352,ЖИВИ! HD,Documentare,zhivi-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19252/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1352-живи-hd.png,http://iptvx.one/picons/zhivi.png,png,200,200,29775,5,
1353,MM Открытия HD,Documentare,6846,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19415/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1353-mm-открытия-hd.png,http://iptvx.one/picons/minimax-otkritiya.png,png,200,200,15356,4,
1354,Вкус HD,Documentare,11349,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31921/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1354-вкус-hd.png,http://iptvx.one/picons/vkus.png,png,200,200,20328,4,
1355,Bridge Этно HD,Documentare,11350,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31922/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1355-bridge-этно-hd.png,http://iptvx.one/picons/bridge-tv-etno.png,png,200,200,7745,4,
1356,Первый Российский Национальный Канал HD,Documentare,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31923/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1356-первыи-россиискии-национальныи-канал-hd.png,http://iptvx.one/picons/prnk-tv.png,png,200,200,22045,2,
1357,Научпоп HD,Documentare,nautchpop-hd-orig,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31924/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1357-научпоп-hd.png,http://iptvx.one/picons/nauchpop.png,png,200,200,33971,4,
1358,Наше Наследие HD,Documentare,nashe-nasledie-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31934/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1358-наше-наследие-hd.png,http://iptvx.one/picons/nashe-nasledie.png,png,200,200,10653,5,
1359,Venera.TV Космос,Documentare,11553,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/30197/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1359-venera-tv-космос.png,http://epg.one/img/11564.png,png,165,165,10705,8,
1360,2x2 HD,Divertisment,2x2,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31913/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1360-2x2-hd.png,https://iptvx.one/picons/2x2.png,png,200,200,4760,4,
1361,Viva Vintage HD IL,Divertisment,11373,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31937/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1361-viva-vintage-hd-il.png,http://static.g-cdn.app/streams/viva-vintage-il.png,png,220,132,12886,4,
1362,HOT Bidur FHD IL,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31938/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1362-hot-bidur-fhd-il.png,http://epg.one/img/11501.png,png,165,165,36231,1,
1363,Luli SD IL,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31939/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1363-luli-sd-il.png,http://static.g-cdn.app/streams/luli-il.png,png,220,132,20997,2,
1364,HOT Senior HD IL,Divertisment,11375,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31940/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1364-hot-senior-hd-il.png,http://static.g-cdn.app/streams/hot-senior-il-hd.png,png,220,132,29750,4,
1365,Драйв HD,Divertisment,drive-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/9068/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1365-драив-hd.png,http://iptvx.one/picons/drive.png,png,200,200,5390,4,
1366,VF Орел и решка,Divertisment,9328,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31476/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1366-vf-орел-и-решка.png,http://iptvx.one/picons/beetv-oir.png,png,200,200,22112,5,
1367,VF Маски Шоу,Divertisment,9232,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31556/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1367-vf-маски-шоу.png,http://iptvx.one/picons/vf-maski.png,png,200,200,15818,4,
1368,Zоопарк HD,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/9097/index.m3u8,missing,,,,,,,0,no_candidate_logo_url
1369,Аппетитный HD,Divertisment,9331,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/9067/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1369-аппетитныи-hd.png,http://iptvx.one/picons/appetitny.png,png,200,200,8427,4,
1370,CineMan Фитнес,Divertisment,8753,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31629/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1370-cineman-фитнес.png,http://iptvx.one/picons/cineman-fitnes.png,png,200,200,20975,4,
1371,VF Каламбур,Divertisment,9233,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31557/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1371-vf-каламбур.png,http://iptvx.one/picons/vf-kalambur.png,png,200,200,14415,4,
1372,Усадьба HD,Divertisment,usadba-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/9071/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1372-усадьба-hd.png,http://iptvx.one/picons/usadba.png,png,200,200,17160,5,
1373,Лапки Live HD,Divertisment,lapki-live-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2028/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1373-лапки-live-hd.png,http://iptvx.one/picons/lapki-live.png,png,200,200,7738,5,
1374,Кухня HD,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15132/index.m3u8,missing,,,,,,,0,no_candidate_logo_url
1375,Ключ HD,Divertisment,9156,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20041/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1375-ключ-hd.png,http://iptvx.one/picons/kluch.png,png,200,200,4539,4,
1376,VF Концерты,Divertisment,7663,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14159/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1376-vf-концерты.png,http://iptvx.one/picons/vf-koncerty.png,png,200,200,14301,4,
1377,VF КВН,Divertisment,7664,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14170/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1377-vf-квн.png,http://iptvx.one/picons/vf-kvn.png,png,200,200,21117,4,
1378,Большой Эфир HD,Divertisment,7667,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14012/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1378-большои-эфир-hd.png,http://iptvx.one/picons/bolshoj-efir.png,png,200,200,11547,4,
1379,Солнце,Divertisment,solnce,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/872/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1379-солнце.png,https://iptvx.one/picons/solnce.png,png,200,200,17092,4,
1380,Точка.РФ FHD,Divertisment,hd-life,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/226/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1380-точка-рф-fhd.png,http://iptvx.one/picons/hdl.png,png,200,200,5635,5,
1381,Арсенал HD,Divertisment,arsenal-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/5044/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1381-арсенал-hd.png,http://static.g-cdn.app/streams/arsenal-hd.png,png,220,132,32261,3,
1382,Анекдот ТВ,Divertisment,2760,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/5034/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1382-анекдот-тв.png,http://iptvx.one/picons/anekdottv.png,png,200,200,28969,4,
1383,Театр,Divertisment,6687,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2431/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1383-театр.png,http://epg.pw/media/images/epg/2024/06/08/20240608025740900274_88.png,png,200,200,21106,5,
1384,Продвижение,Divertisment,6370,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/851/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1384-продвижение.png,http://epg.pw/media/images/epg/2024/06/08/20240608023954261022_10.png,png,200,200,8550,4,
1385,ТНТ4 HD,Divertisment,tnt4-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6370/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1385-тнт4-hd.png,http://static.g-cdn.app/streams/tnt4-hd.png,png,220,132,18758,4,
1386,Зал Суда HD,Divertisment,zal-suda-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7141/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1386-зал-суда-hd.png,http://iptvx.one/picons/zal-suda.png,png,200,200,66908,5,
1387,Загородная Жизнь HD,Divertisment,zagorodnaya-zhizn,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7348/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1387-загородная-жизнь-hd.png,https://iptvx.one/picons/zagorodnaya-zhizn.png,png,200,200,12062,4,
1388,StrahTV Назад в 90-e,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/11067/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1388-strahtv-назад-в-90-e.png,http://iptvx.one/picons/minimax-krutie-90-e.png,png,200,200,17412,8,
1389,Liberty Авто Гир FHD,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15109/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1389-liberty-авто-гир-fhd.png,http://epg.one/img/5599.png,png,165,165,18139,1,
1390,Liberty Занавес  HD,Divertisment,445887,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/17028/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1390-liberty-занавес-hd.png,http://epg.pw/media/images/epg/2025/07/19/20250719021825565119_39.png,png,200,200,12536,5,
1391,Liberty Шоу FHD,Divertisment,445869,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/17030/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1391-liberty-шоу-fhd.png,http://epg.pw/media/images/epg/2025/07/19/20250719021303148162_65.png,png,200,200,10110,5,
1392,Перец International,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15227/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1392-перец-international.png,http://iptvx.one/picons/perec-int.png,png,200,200,5529,2,
1393,VB ОСП-Студия,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16004/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1393-vb-осп-студия.png,http://epg.one/img/6020.png,png,165,165,31095,1,
1394,VB Осторожно Модерн,Divertisment,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16005/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1394-vb-осторожно-модерн.png,http://epg.one/img/6021.png,png,165,165,32511,1,
1395,VF Юмор 18+,Divertisment,6129,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16137/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1395-vf-юмор-18.png,http://iptvx.one/picons/vf-yumor18.png,png,200,200,14445,4,
1396,VF Уральские пельмени,Divertisment,6417,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/18198/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1396-vf-уральские-пельмени.png,http://iptvx.one/picons/vf-uralskie-pelmeni.png,png,200,200,20472,4,
1397,VF Кухня,Divertisment,6418,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/18199/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1397-vf-кухня.png,http://iptvx.one/picons/vf-kuxnia.png,png,200,200,16521,4,
1398,VF Баня,Divertisment,6419,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/18200/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1398-vf-баня.png,http://iptvx.one/picons/vf-bania.png,png,200,200,13933,4,
1399,VF Однажды в России,Divertisment,6706,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19286/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1399-vf-однажды-в-россии.png,http://iptvx.one/picons/vf-odnazhdyvr.png,png,200,200,19893,5,
1400,Плюс/Минус 16 HD,Divertisment,11371,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31916/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1400-плюс-минус-16-hd.png,http://iptvx.one/picons/ruskorabl.png,png,200,200,13331,4,
1401,ТВЦ HD,Regionale,tvc-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19222/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1401-твц-hd.png,http://static.g-cdn.app/streams/tvc-hd.png,png,220,132,4921,4,
1402,Мир Белогорья HD,Regionale,146048,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20126/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1402-мир-белогорья-hd.png,http://iptvx.one/picons/mir-belogoria.png,png,200,200,10401,5,
1403,Sochi Live HD,Regionale,6035,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16038/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1403-sochi-live-hd.png,http://epg.one/img/6035.png,png,165,165,11107,3,
1404,Среда HD (Каспийск),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16002/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1404-среда-hd-каспииск.png,http://epg.one/img/9083.png,png,165,165,11178,1,
1405,Якутия 24,Regionale,9185,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20015/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1405-якутия-24.png,http://iptvx.one/picons/yakutia24.png,png,200,200,8403,4,
1406,Сургут 1 HD,Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19391/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1406-сургут-1-hd.png,http://epg.one/img/6792.png,png,165,165,8126,1,
1407,Сибирь 24 HD,Regionale,9079,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16000/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1407-сибирь-24-hd.png,http://iptvx.one/picons/sibir24.png,png,200,200,9600,4,
1408,ТНР 24 HD (Нижневартовск),Regionale,496151,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16028/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1408-тнр-24-hd-нижневартовск.png,http://epg.pw/media/images/epg/2026/01/24/20260124021607438614_74.png,png,200,200,24318,5,
1409,Мегаполис HD (Югра),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16027/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1409-мегаполис-hd-югра.png,http://epg.one/img/9120.png,png,165,165,12825,1,
1410,Санкт-Петербург,Regionale,sankt-peterburg,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/715/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1410-санкт-петербург.png,https://iptvx.one/picons/sankt-peterburg.png,png,200,200,11463,7,
1411,ТНВ Планета (Татарстан),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/515/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1411-тнв-планета-татарстан.png,http://iptvx.one/picons/tnv.png,png,200,200,33723,2,
1412,Крым 24,Regionale,6911,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2143/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1412-крым-24.png,http://epg.pw/media/images/epg/2024/06/08/20240608031030488451_11.png,png,200,200,28842,5,
1413,Первый Крымский,Regionale,2472,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2139/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1413-первыи-крымскии.png,http://iptvx.one/picons/pervy-krymsky.png,png,200,200,8643,4,
1414,Архыз 24 HD (Черкесск),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/1049/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1414-архыз-24-hd-черкесск.png,http://iptvx.one/picons/arxyz24.png,png,200,200,20888,2,
1415,Астрахань 24 HD,Regionale,6714,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16149/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1415-астрахань-24-hd.png,http://epg.pw/media/images/epg/2024/06/08/20240608025918675195_33.png,png,200,200,14390,6,
1416,Башкортостан 24 HD,Regionale,6939,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/832/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1416-башкортостан-24-hd.png,http://epg.pw/media/images/epg/2024/06/08/20240608021550206678_24.png,png,200,200,9458,5,
1417,Грозный,Regionale,2169,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/855/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1417-грозныи.png,http://iptvx.one/picons/grozny.png,png,200,200,20999,4,
1418,Москва доверие,Regionale,moskva-doverie,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/869/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1418-москва-доверие.png,http://iptvx.one/picons/doverie.png,png,200,200,20639,5,
1419,БСТ HD,Regionale,5980,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2115/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1419-бст-hd.png,http://epg.pw/media/images/epg/2024/06/08/20240608021816557722_62.png,png,200,200,22958,3,
1420,НТК (Калмыкия),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2066/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1420-нтк-калмыкия.png,http://epg.one/img/2459.png,png,165,165,11626,1,
1421,Толк HD (Барнаул),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2140/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1421-толк-hd-барнаул.png,http://epg.one/img/2473.png,png,165,165,23838,1,
1422,Сочи 24 HD,Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/9040/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1422-сочи-24-hd.png,http://iptvx.one/picons/sochi24.png,png,200,200,8819,2,
1423,Эхо ТВ,Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/9339/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1423-эхо-тв.png,http://iptvx.one/picons/echotv24.png,png,200,200,22597,2,
1424,НСК 49 (Новосибирск),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/10034/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1424-нск-49-новосибирск.png,http://epg.one/img/4625.png,png,165,165,23707,1,
1425,Катунь 24 (Барнаул),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15282/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1425-катунь-24-барнаул.png,http://iptvx.one/picons/katun-24.png,png,200,200,11614,2,
1426,Томское время,Regionale,5796,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15299/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1426-томское-время.png,http://epg.pw/media/images/epg/2024/06/08/20240608020720745538_37.png,png,200,200,11168,5,
1427,Вся Уфа,Regionale,5722,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15300/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1427-вся-уфа.png,http://iptvx.one/picons/vsia-ufa.png,png,200,200,21674,4,
1428,Матур ТВ HD (Башкортостан),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15352/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1428-матур-тв-hd-башкортостан.png,http://iptvx.one/picons/matur-tv.png,png,200,200,9715,2,
1429,АТВ Ставрополь,Regionale,5767,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15354/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1429-атв-ставрополь.png,http://epg.one/img/5767.png,png,165,165,10784,3,
1430,РТС (Абакан),Regionale,86935,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15365/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1430-ртс-абакан.png,http://epg.pw/media/images/epg/2024/06/08/20240608034555673309_65.png,png,200,200,8963,5,
1431,Абакан 24,Regionale,481921,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15366/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1431-абакан-24.png,http://epg.pw/media/images/epg/2025/11/27/20251127022152555378_61.png,png,200,200,9533,5,
1432,Осетия Ирыстон HD,Regionale,450823,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15402/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1432-осетия-ирыстон-hd.png,http://epg.pw/media/images/epg/2025/08/14/20250814023059985137_16.png,png,200,200,13878,5,
1433,Липецкое время HD,Regionale,6797,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15406/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1433-липецкое-время-hd.png,http://epg.pw/media/images/epg/2024/06/08/20240608030403231580_24.png,png,200,200,21053,5,
1434,Аист ТВ (Иркутск),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15414/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1434-аист-тв-иркутск.png,http://epg.one/img/5816.png,png,165,165,12164,1,
1435,Енисей (Красноярск),Regionale,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15418/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1435-енисеи-красноярск.png,http://epg.one/img/5819.png,png,165,165,9220,1,
1436,7 канал (Красноярск),Regionale,6978,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15422/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1436-7-канал-красноярск.png,http://epg.pw/media/images/epg/2024/06/08/20240608031420778111_85.png,png,200,200,15576,8,
1437,Афонтово (Красноярск),Regionale,6467,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15423/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1437-афонтово-красноярск.png,http://epg.pw/media/images/epg/2024/06/08/20240608033119017725_26.png,png,200,200,8354,5,
1438,8 канал (Красноярский край),Regionale,7253,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15424/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1438-8-канал-красноярскии-краи.png,http://iptvx.one/picons/8by.png,png,200,200,32436,8,
1439,Центр (Красноярск),Regionale,477698,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15425/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1439-центр-красноярск.png,http://epg.pw/media/images/epg/2025/11/07/20251107024250621896_64.png,png,200,200,22392,5,
1440,Белгород 24,Regionale,5831,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15430/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/1440-белгород-24.png,http://iptvx.one/picons/belgorod24.png,png,200,200,10482,4,
